,time,gender,sexuallity,age,income,race,bodyweight,friends,social_fear,depressed,attempt_suicide,employment,job_title,edu_level,improve_yourself_how
278,5/18/2016 13:20:41,Male,Straight,22,$0,Black,Normal weight,25.0,Yes,Yes,Yes,Out of work and looking for work,Unemployed,"Some college, no degree","Joined a gym/go to the gym, Therapy"
279,5/18/2016 13:26:22,Male,Straight,23,"$20,000 to $29,999",White non-Hispanic,Normal weight,1.0,Yes,Yes,No,Employed for wages,Architectural Technician,Associate degree,None
280,5/18/2016 13:27:16,Female,Bisexual,41,$0,White non-Hispanic,Overweight,1.0,Yes,Yes,Yes,Out of work and looking for work,Librarian,"Some college, no degree","Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
281,5/18/2016 14:09:34,Male,Straight,28,$0,Asian,Normal weight,4.0,Yes,Yes,No,Out of work and looking for work,None,Professional degree,Other exercise
282,5/18/2016 14:15:46,Male,Straight,29,"$50,000 to $74,999",Asian,Overweight,8.0,Yes,Yes,No,Employed for wages,Administrator,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
283,5/18/2016 14:18:29,Female,Straight,19,"$1 to $10,000",White non-Hispanic,Normal weight,2.0,Yes,Yes,No,A student,,"Some college, no degree","Cosmetic survey, Therapy, join clubs/socual clubs/meet ups"
284,5/18/2016 14:18:35,Male,Straight,21,"$40,000 to $49,999",White non-Hispanic,Overweight,0.0,Yes,Yes,Yes,Employed for wages,IT,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
285,5/18/2016 14:22:02,Male,Straight,19,$0,Asian,Normal weight,20.0,No,No,No,A student,Intern,Bachelor’s degree,None
286,5/18/2016 14:22:58,Male,Straight,19,$0,White non-Hispanic,Underweight,1.0,Yes,Yes,No,A homemaker,Student,"Some college, no degree","Therapy, Other exercise, join clubs/socual clubs/meet ups"
287,5/18/2016 14:27:25,Male,Straight,20,$0,Hispanic (of any race),Normal weight,7.0,Yes,Yes,No,A student,Undergrad student,"Some college, no degree",None
288,5/18/2016 14:27:31,Male,Straight,22,$0,White non-Hispanic,Normal weight,0.0,Yes,No,No,Out of work and looking for work,Unemployed,"Some college, no degree",None
289,5/18/2016 14:33:38,Male,Straight,20,"$1 to $10,000",White non-Hispanic,Overweight,0.0,Yes,Yes,No,Employed for wages,Call operator,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
290,5/18/2016 14:37:56,Male,Bisexual,25,"$10,000 to $19,999",White non-Hispanic,Normal weight,7.0,Yes,No,No,Employed for wages,Courier,"Some college, no degree","Joined a gym/go to the gym, Other exercise, Play live in a band. "
291,5/18/2016 14:52:26,Male,Straight,30,"$10,000 to $19,999",Mixed white/asian,Overweight,4.0,Yes,Yes,No,Employed for wages,Stockroom Assistant,Master’s degree,Joined a gym/go to the gym
292,5/18/2016 14:58:17,Male,Straight,30,"$50,000 to $74,999",White non-Hispanic,Normal weight,6.0,No,No,No,Employed for wages,Languages,Bachelor’s degree,Therapy
293,5/18/2016 15:02:09,Male,Straight,22,$0,Mixed,Normal weight,0.0,Yes,Yes,No,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
294,5/18/2016 15:14:25,Male,Straight,26,"$40,000 to $49,999",White non-Hispanic,Normal weight,3.0,No,No,No,Employed for wages,Engineer,Bachelor’s degree,"Other exercise, join clubs/socual clubs/meet ups"
295,5/18/2016 15:39:29,Male,Straight,36,"$40,000 to $49,999",White non-Hispanic,Obese,0.0,Yes,Yes,No,Employed for wages,clerk,"Some college, no degree",None
296,5/18/2016 15:43:14,Male,Straight,23,"$30,000 to $39,999",White non-Hispanic,Normal weight,8.0,Yes,No,No,A student,Grad student,Bachelor’s degree,Other exercise
297,5/18/2016 15:49:52,Male,Bisexual,16,"$1 to $10,000",White non-Hispanic,Underweight,0.0,Yes,Yes,Yes,A student,Herder,"High school graduate, diploma or the equivalent (for example: GED)",Called suicide hotlines
298,5/18/2016 15:56:31,Female,Straight,25,"$10,000 to $19,999",Asian,Normal weight,20.0,No,Yes,No,Employed for wages,designer,Bachelor’s degree,join clubs/socual clubs/meet ups
299,5/18/2016 16:06:26,Female,Straight,37,"$10,000 to $19,999",Asian,Normal weight,1.0,No,No,No,Employed for wages,Administrative Officer,Bachelor’s degree,Joined a gym/go to the gym
300,5/18/2016 16:10:52,Male,Straight,24,$0,White non-Hispanic,Underweight,2.0,Yes,Yes,No,Unable to work,/,"Some college, no degree","Therapy, Other exercise"
301,5/18/2016 16:16:17,Male,Straight,21,$0,indian,Overweight,0.0,No,Yes,No,A student,student,"Some college, no degree","Joined a gym/go to the gym, Other exercise"
302,5/18/2016 16:26:15,Male,Straight,18,"$1 to $10,000",White non-Hispanic,Overweight,4.0,Yes,No,No,A student,Gardener/Student,"Some high school, no diploma","Therapy, join clubs/socual clubs/meet ups"
303,5/18/2016 16:30:50,Male,Straight,23,$0,White non-Hispanic,Normal weight,20.0,No,No,No,Out of work and looking for work,unemployed,Bachelor’s degree,None
304,5/18/2016 16:45:55,Male,Straight,29,"$20,000 to $29,999",Asian,Overweight,0.0,Yes,Yes,No,Employed for wages,cook,"Some high school, no diploma",None
305,5/18/2016 16:54:02,Male,Straight,18,"$1 to $10,000",White non-Hispanic,Normal weight,12.0,No,Yes,No,Self-employed,Entrepreneur,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
306,5/18/2016 17:06:18,Male,Straight,18,$0,White non-Hispanic,Normal weight,20.0,Yes,No,No,A student,student,"Some high school, no diploma","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
307,5/18/2016 17:21:23,Male,Straight,21,$0,White non-Hispanic,Underweight,2.0,Yes,Yes,No,Out of work and looking for work,No Job,"High school graduate, diploma or the equivalent (for example: GED)",None
308,5/18/2016 17:23:36,Male,Straight,18,$0,Asian,Normal weight,8.0,No,No,No,A student,Student ,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
309,5/18/2016 17:26:15,Male,Straight,20,"$40,000 to $49,999",White non-Hispanic,Normal weight,10.0,No,Yes,No,Military,.,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
310,5/18/2016 17:35:04,Male,Straight,39,"$30,000 to $39,999",Asian,Normal weight,10.0,No,No,Yes,Employed for wages,Cst analyst,"Some college, no degree","Joined a gym/go to the gym, Therapy"
311,5/18/2016 17:38:45,Male,Straight,30,"$75,000 to $99,999",Multi,Normal weight,15.0,No,No,No,Employed for wages,Engineer,Master’s degree,Joined a gym/go to the gym
312,5/18/2016 17:41:25,Male,Bisexual,19,$0,White non-Hispanic,Overweight,1.0,Yes,Yes,No,Out of work and looking for work,Artist,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
313,5/18/2016 17:50:03,Male,Straight,19,$0,White non-Hispanic,Normal weight,20.0,No,Yes,No,A student,Student,"Some college, no degree",None
314,5/18/2016 18:11:01,Male,Straight,26,"$50,000 to $74,999",Asian,Normal weight,60.0,No,No,No,Employed for wages,Research Associate,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
315,5/18/2016 18:19:32,Male,Straight,22,"$50,000 to $74,999",White non-Hispanic,Obese,600.0,No,No,No,Employed for wages,Insurance agent. ,"Some college, no degree",Joined a gym/go to the gym
316,5/18/2016 18:22:30,Male,Straight,23,"$20,000 to $29,999",White non-Hispanic,Underweight,0.0,Yes,Yes,No,Employed for wages,mechanic,Trade/technical/vocational training,None
317,5/18/2016 18:29:58,Male,Straight,18,$0,White non-Hispanic,Normal weight,0.0,Yes,Yes,Yes,Self-employed,Programmer,"Some high school, no diploma",Other exercise
318,5/18/2016 18:31:55,Male,Straight,15,$0,Hispanic (of any race),Overweight,5.0,No,Yes,No,Unable to work,student,"Some high school, no diploma","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
319,5/18/2016 18:32:30,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Underweight,1.0,Yes,Yes,Yes,A student,student?,"Some college, no degree",Joined a gym/go to the gym
320,5/18/2016 18:44:01,Male,Straight,26,"$10,000 to $19,999",White non-Hispanic,Overweight,1.0,Yes,Yes,No,Employed for wages,Sales Associate,Bachelor’s degree,None
321,5/18/2016 18:53:06,Male,Straight,30,"$20,000 to $29,999",White non-Hispanic,Overweight,5.0,No,No,No,Employed for wages,Teacher,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
322,5/18/2016 18:54:31,Male,Straight,38,"$50,000 to $74,999",White non-Hispanic,Overweight,7.0,Yes,Yes,Yes,Employed for wages,System Administrator,Trade/technical/vocational training,None
323,5/18/2016 18:55:04,Male,Straight,22,"$20,000 to $29,999",White non-Hispanic,Overweight,10.0,Yes,Yes,No,Employed for wages,Manager,"Some college, no degree",Joined a gym/go to the gym
324,5/18/2016 19:02:22,Female,Straight,20,"$50,000 to $74,999",Black,Normal weight,2.0,Yes,No,No,A student,Web desihner,Bachelor’s degree,None
325,5/18/2016 19:02:28,Male,Straight,24,"$20,000 to $29,999",White non-Hispanic,Normal weight,1.0,Yes,Yes,No,Self-employed,Language teacher,"Some high school, no diploma",None
326,5/18/2016 19:10:28,Male,Straight,31,$0,White non-Hispanic,Normal weight,30.0,No,No,No,Out of work but not currently looking for work,none,Master’s degree,"Other exercise, join clubs/socual clubs/meet ups"
327,5/18/2016 19:11:07,Male,Straight,20,"$1 to $10,000",White non-Hispanic,Normal weight,20.0,Yes,Yes,No,A student,Student,"Some college, no degree",Other exercise
328,5/18/2016 19:11:37,Male,Straight,21,$0,White non-Hispanic,Overweight,2.0,Yes,No,No,Out of work and looking for work,none,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
329,5/18/2016 19:36:46,Male,Straight,23,"$1 to $10,000",White non-Hispanic,Overweight,3.0,Yes,Yes,No,A student,none,"Some college, no degree",None
330,5/18/2016 19:55:31,Male,Straight,20,$0,White non-Hispanic,Normal weight,5.0,Yes,No,No,Military,Student,Associate degree,"Other exercise, join clubs/socual clubs/meet ups"
331,5/18/2016 19:59:35,Female,Straight,27,"$30,000 to $39,999",Hispanic (of any race),Normal weight,3.0,No,No,No,Employed for wages,Sales manager,Bachelor’s degree,Joined a gym/go to the gym
332,5/18/2016 20:21:12,Male,Straight,30,$0,White non-Hispanic,Obese,0.0,No,No,No,A student,none,"Some college, no degree",None
333,5/18/2016 20:27:47,Male,Straight,23,$0,Asian,Overweight,4.0,No,Yes,Yes,A student,jpo;,"High school graduate, diploma or the equivalent (for example: GED)",None
334,5/18/2016 20:42:15,Male,Straight,25,"$1 to $10,000",Native American mix,Overweight,6.0,Yes,Yes,No,Employed for wages,Janitor,"High school graduate, diploma or the equivalent (for example: GED)",Lose weight
335,5/18/2016 22:12:35,Female,Straight,22,"$10,000 to $19,999",White non-Hispanic,Normal weight,0.2,No,No,No,A student,None,Master’s degree,"Other exercise, join clubs/socual clubs/meet ups"
336,5/18/2016 22:25:37,Male,Straight,20,$0,White non-Hispanic,Normal weight,6.0,Yes,Yes,No,A student,student,Bachelor’s degree,"Joined a gym/go to the gym, Therapy"
337,5/18/2016 22:44:29,Female,Straight,24,"$30,000 to $39,999",Hispanic (of any race),Overweight,10.0,No,Yes,No,Self-employed,Data and development,Bachelor’s degree,"Other exercise, Hair, makeup, clothing"
338,5/18/2016 22:47:23,Male,Straight,19,"$20,000 to $29,999",White non-Hispanic,Normal weight,10.0,No,Yes,No,A student,Not working ,"Some college, no degree",Joined a gym/go to the gym
339,5/18/2016 22:51:34,Female,Bisexual,21,$0,Hispanic (of any race),Overweight,2.0,No,No,Yes,A student,Student,"Some college, no degree","Joined a gym/go to the gym, Therapy"
340,5/18/2016 23:00:50,Male,Straight,20,"$10,000 to $19,999",White non-Hispanic,Overweight,5.0,No,No,No,Employed for wages,Cashier,"Some college, no degree",None
341,5/18/2016 23:21:49,Female,Bisexual,23,"$10,000 to $19,999",Black,Normal weight,3.0,Yes,Yes,Yes,Out of work and looking for work,Clerk,Master’s degree,"Other exercise, join clubs/socual clubs/meet ups"
342,5/18/2016 23:37:23,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,3.0,Yes,Yes,No,Self-employed,Graphic designer,Associate degree,Other exercise
343,5/18/2016 23:46:31,Male,Straight,18,$0,White non-Hispanic,Overweight,5.0,Yes,Yes,No,A student,Student,"Some high school, no diploma",join clubs/socual clubs/meet ups
344,5/18/2016 23:56:57,Female,Straight,20,"$1 to $10,000",White non-Hispanic,Normal weight,2.0,Yes,Yes,No,A student,student,"Some college, no degree",Other exercise
345,5/19/2016 0:13:35,Male,Straight,23,"$40,000 to $49,999",White non-Hispanic,Normal weight,0.0,No,No,No,Employed for wages,---,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
346,5/19/2016 0:51:23,Female,Bisexual,21,$0,Asian,Normal weight,0.0,Yes,Yes,No,A student,student,"Some college, no degree","Therapy, join clubs/socual clubs/meet ups"
347,5/19/2016 0:57:15,Male,Straight,18,"$10,000 to $19,999",White non-Hispanic,Underweight,5.0,Yes,Yes,No,A student,Lawm Maintenance,"High school graduate, diploma or the equivalent (for example: GED)",None
348,5/19/2016 1:25:38,Female,Bisexual,20,$0,White non-Hispanic,Normal weight,15.0,Yes,Yes,No,A student,University Student,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
349,5/19/2016 1:27:00,Male,Straight,20,"$1 to $10,000",Hispanic (of any race),Overweight,4.0,Yes,Yes,Yes,A student,Retail ,"Some college, no degree",Other exercise
350,5/19/2016 3:32:05,Male,Straight,18,$0,White non-Hispanic,Normal weight,3.0,No,Yes,Yes,Out of work and looking for work,Unemployed,"Some college, no degree","Other exercise, join clubs/socual clubs/meet ups"
351,5/19/2016 4:55:27,Male,Straight,25,$0,White non-Hispanic,Normal weight,0.0,No,Yes,No,A student,college,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise"
352,5/19/2016 5:07:20,Male,Straight,24,$0,White non-Hispanic,Normal weight,0.0,Yes,Yes,No,Out of work and looking for work,,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
353,5/19/2016 6:20:12,Female,Bisexual,20,$0,White non-Hispanic,Obese,1.0,Yes,Yes,No,A student,undergraduate,"High school graduate, diploma or the equivalent (for example: GED)",Therapy
354,5/19/2016 6:59:37,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,5.0,No,No,No,Out of work and looking for work,Student,Trade/technical/vocational training,"Cosmetic survey, Joined a gym/go to the gym, Other exercise"
355,5/19/2016 7:50:46,Male,Gay/Lesbian,21,"$10,000 to $19,999",White non-Hispanic,Normal weight,3.0,Yes,Yes,No,Employed for wages,Sales clerk,"Some college, no degree","Therapy, Other exercise"
356,5/19/2016 8:46:30,Male,Straight,39,"$10,000 to $19,999",White non-Hispanic,Normal weight,5.0,Yes,No,No,Employed for wages,Admin assistant,"High school graduate, diploma or the equivalent (for example: GED)",Therapy
357,5/19/2016 9:03:32,Male,Straight,20,"$20,000 to $29,999",White non-Hispanic,Overweight,1.0,Yes,Yes,No,Employed for wages,Shit kicker,"Some high school, no diploma",Joined a gym/go to the gym
358,5/19/2016 9:39:41,Female,Straight,23,"$40,000 to $49,999",Asian,Normal weight,5.0,Yes,Yes,Yes,Out of work and looking for work,Accountant,Bachelor’s degree,Joined a gym/go to the gym
359,5/19/2016 15:17:48,Male,Straight,30,"$30,000 to $39,999",White non-Hispanic,Normal weight,0.0,No,Yes,Yes,Employed for wages,postman,"High school graduate, diploma or the equivalent (for example: GED)",None
360,5/19/2016 15:29:02,Male,Straight,25,"$20,000 to $29,999",Asian,Overweight,7.0,No,No,No,Employed for wages,stocker,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
361,5/19/2016 16:31:02,Male,Straight,18,$0,White non-Hispanic,Normal weight,2.0,Yes,No,No,Out of work but not currently looking for work,out of work,"High school graduate, diploma or the equivalent (for example: GED)",None
362,5/19/2016 17:21:19,Male,Straight,19,$0,White non-Hispanic,Overweight,4.0,No,No,No,A student,Student,"Some college, no degree",None
363,5/19/2016 17:24:06,Male,Straight,18,$0,White non-Hispanic,Normal weight,20.0,Yes,No,No,A student,Student ,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
364,5/19/2016 18:41:27,Male,Straight,23,"$30,000 to $39,999",White non-Hispanic,Normal weight,7.0,Yes,Yes,No,Out of work but not currently looking for work,Developer,Bachelor’s degree,None
365,5/19/2016 19:11:55,Male,Straight,28,"$10,000 to $19,999",White non-Hispanic,Obese,4.0,Yes,Yes,Yes,Employed for wages,Stocker,"Some college, no degree",None
366,5/19/2016 19:36:15,Male,Straight,18,"$10,000 to $19,999",White non-Hispanic,Normal weight,6.0,Yes,No,No,Employed for wages,Waiter,"Some high school, no diploma",Other exercise
367,5/19/2016 19:38:25,Male,Straight,21,$0,North African,Normal weight,0.0,Yes,Yes,No,A student,Finance student,Master’s degree,"Other exercise, join clubs/socual clubs/meet ups"
368,5/19/2016 20:03:19,Female,Bisexual,30,"$50,000 to $74,999",White non-Hispanic,Normal weight,2.0,No,Yes,Yes,Employed for wages,Not telling,Bachelor’s degree,"Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups, Fashion makeup personality etc"
369,5/19/2016 22:48:05,Male,Straight,21,"$1 to $10,000",White non-Hispanic,Normal weight,2.0,No,No,No,Out of work and looking for work,tutor,Associate degree,Joined a gym/go to the gym
370,5/20/2016 0:02:59,Male,Bisexual,21,$0,Asian,Normal weight,3.0,No,Yes,No,Out of work and looking for work,Unemployed,"Some college, no degree",Other exercise
371,5/20/2016 3:06:30,Male,Straight,14,$0,Half Asian half white,Normal weight,1.0,Yes,Yes,No,A student,,"Some high school, no diploma","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
372,5/20/2016 10:38:33,Male,Straight,22,$0,White non-Hispanic,Normal weight,1.0,Yes,Yes,No,Out of work but not currently looking for work,,Trade/technical/vocational training,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
373,5/20/2016 13:20:21,Male,Straight,33,"$40,000 to $49,999",White non-Hispanic,Overweight,1.0,Yes,Yes,No,Employed for wages,Consultant,"Some college, no degree",Losing weight through better diet. No exercise yet. 
374,5/20/2016 14:14:30,Male,Straight,24,"$50,000 to $74,999",Asian,Normal weight,13.0,Yes,Yes,No,Employed for wages,analyst,Bachelor’s degree,Other exercise
375,5/20/2016 19:04:39,Male,Straight,17,$0,White non-Hispanic,Normal weight,5.0,Yes,No,No,A student,Student ,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
376,5/21/2016 1:09:01,Male,Bisexual,28,"$20,000 to $29,999",White non-Hispanic,Obese,0.0,Yes,Yes,No,Employed for wages,Carer,"High school graduate, diploma or the equivalent (for example: GED)",None
377,5/21/2016 4:55:48,Male,Straight,18,"$1 to $10,000",White non-Hispanic,Normal weight,0.0,Yes,Yes,No,A student,I'm a student ,"Some high school, no diploma",Changed my hairstyle and lost weight 
378,5/21/2016 5:39:46,Male,Straight,18,$0,White non-Hispanic,Normal weight,1.0,Yes,No,No,A student,none,"Some high school, no diploma","Cosmetic survey, Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
379,5/21/2016 6:11:46,Male,Straight,27,"$1 to $10,000",White non-Hispanic,Overweight,2.0,Yes,Yes,No,Out of work but not currently looking for work,na,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
380,5/21/2016 9:40:35,Male,Straight,18,$0,Asian,Underweight,7.0,No,Yes,No,A student,student,"Some college, no degree",None
381,5/21/2016 15:29:09,Male,Straight,48,"$30,000 to $39,999",White non-Hispanic,Normal weight,0.0,Yes,Yes,No,Self-employed,real estate,Master’s degree,"Joined a gym/go to the gym, Other exercise, go to bars"
382,5/21/2016 18:00:49,Male,Straight,29,"$30,000 to $39,999",White non-Hispanic,Normal weight,40.0,Yes,Yes,No,Employed for wages,Operations executive,Bachelor’s degree,Other exercise
383,5/22/2016 2:29:36,Male,Straight,20,"$1 to $10,000",Asian,Underweight,2.0,No,No,No,A student,Student,Bachelor’s degree,join clubs/socual clubs/meet ups
384,5/22/2016 12:38:59,Male,Straight,20,"$10,000 to $19,999",White non-Hispanic,Underweight,0.0,Yes,Yes,No,A student,law (enforcement) officer,"High school graduate, diploma or the equivalent (for example: GED)",None
385,5/22/2016 12:43:15,Male,Straight,20,$0,White non-Hispanic,Underweight,0.0,Yes,Yes,No,Out of work and looking for work,Nothing,"Some college, no degree",None
386,5/22/2016 12:43:20,Male,Straight,20,$0,White non-Hispanic,Underweight,0.0,Yes,Yes,No,Out of work and looking for work,Nothing,"Some college, no degree",None
387,5/22/2016 12:44:48,Male,Straight,18,$0,White non-Hispanic,Overweight,30.0,No,No,No,A student,nothing,"Some high school, no diploma",None
388,5/22/2016 12:45:39,Male,Straight,19,$0,White non-Hispanic,Normal weight,1.0,Yes,No,No,A student,none,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy, Other exercise"
389,5/22/2016 13:11:35,Female,Straight,25,"$10,000 to $19,999",White non-Hispanic,Normal weight,8.0,No,No,No,Employed for wages,Cashier,"Some college, no degree",Joined a gym/go to the gym
390,5/22/2016 13:39:57,Male,Straight,25,"$50,000 to $74,999",Mixed,Normal weight,12.0,No,No,No,Employed for wages,Consultant,Master’s degree,Other exercise
391,5/22/2016 13:55:14,Male,Bisexual,21,$0,White non-Hispanic,Underweight,0.0,No,Yes,Yes,A student,no job,"Some college, no degree","work out at home, eat more"
392,5/22/2016 14:01:36,Male,Straight,20,"$1 to $10,000",White non-Hispanic,Overweight,6.0,Yes,Yes,No,A student,Student employee,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
393,5/22/2016 14:04:52,Female,Straight,23,"$20,000 to $29,999",Black,Overweight,15.0,No,Yes,Yes,Employed for wages,Usher ,"Some college, no degree",None
394,5/22/2016 14:12:23,Male,Straight,24,"$1 to $10,000",White non-Hispanic,Normal weight,1.0,No,No,No,Employed for wages,Part time paperboy,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
395,5/22/2016 14:16:06,Male,Straight,42,"$200,000 or more",White non-Hispanic,Overweight,0.0,No,No,No,Employed for wages,Principal Software Engineer,"Some college, no degree",Non-physical forms of improvement
396,5/22/2016 14:22:12,Male,Straight,32,"$30,000 to $39,999",White non-Hispanic,Normal weight,5.0,Yes,No,No,Out of work and looking for work,j,"High school graduate, diploma or the equivalent (for example: GED)",join clubs/socual clubs/meet ups
397,5/22/2016 15:00:49,Male,Straight,21,"$10,000 to $19,999",White non-Hispanic,Overweight,2.0,Yes,Yes,No,A student,business representative (have in mind that I am from Poland),"Some college, no degree","Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise"
398,5/22/2016 15:04:05,Male,Straight,21,"$1 to $10,000",Black,Normal weight,0.0,Yes,Yes,No,A student,student,"Some high school, no diploma",Therapy
399,5/22/2016 15:12:32,Female,Bisexual,21,$0,Hispanic (of any race),Normal weight,3.0,Yes,Yes,No,A student,None,Bachelor’s degree,Therapy
400,5/22/2016 15:15:11,Male,Straight,16,$0,Hispanic (of any race),Normal weight,0.0,Yes,Yes,No,Out of work but not currently looking for work,no,"Some high school, no diploma","Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise"
401,5/22/2016 15:18:26,Male,Straight,38,"$125,000 to $149,999",White non-Hispanic,Underweight,0.0,Yes,Yes,Yes,Employed for wages,Software Engineer,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
402,5/22/2016 15:32:28,Female,Gay/Lesbian,20,$0,White non-Hispanic,Normal weight,2.0,No,No,Yes,A student,Student (comp sci),Bachelor’s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
403,5/22/2016 15:54:14,Male,Straight,24,"$10,000 to $19,999",White non-Hispanic,Normal weight,5.0,Yes,No,No,Employed for wages,production engineer,Master’s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
404,5/22/2016 16:05:06,Male,Straight,22,$0,White non-Hispanic,Overweight,2.0,No,No,No,A student,none,"Some college, no degree",None
405,5/22/2016 16:14:04,Male,Straight,18,$0,White non-Hispanic,Normal weight,5.0,Yes,Yes,No,A student,student,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
406,5/22/2016 16:36:17,Male,Straight,18,$0,White non-Hispanic,Underweight,12.0,Yes,Yes,No,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)",None
407,5/22/2016 16:44:22,Male,Straight,23,"$40,000 to $49,999",Asian,Normal weight,4.0,No,No,No,Employed for wages,Audit associate,Professional degree,"Therapy, join clubs/socual clubs/meet ups"
408,5/22/2016 17:04:12,Male,Straight,23,"$20,000 to $29,999",White non-Hispanic,Normal weight,2.0,Yes,Yes,No,Military,2nd lieutenant,Master’s degree,"Joined a gym/go to the gym, Therapy"
409,5/22/2016 17:10:01,Male,Straight,21,"$20,000 to $29,999",Asian,Normal weight,9.0,No,Yes,No,Employed for wages,Not Disclosing This,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
410,5/22/2016 17:44:58,Male,Bisexual,24,$0,White and Native American,Obese,3.0,Yes,Yes,Yes,Out of work but not currently looking for work,None,"Some high school, no diploma","Other exercise, None"
411,5/22/2016 19:01:53,Male,Straight,22,$0,White non-Hispanic,Underweight,0.0,Yes,Yes,No,Out of work but not currently looking for work,,"Some college, no degree",None
412,5/22/2016 19:04:07,Female,Straight,17,"$1 to $10,000",White non-Hispanic,Overweight,10.0,No,Yes,No,A student,Waitress,"Some high school, no diploma","Other exercise, Losing weight"
413,5/22/2016 19:51:39,Male,Bisexual,34,"$100,000 to $124,999",White non-Hispanic,Obese,2.0,Yes,Yes,No,Employed for wages,Software Developer,"Some college, no degree","Joined a gym/go to the gym, Therapy"
414,5/22/2016 20:00:12,Male,Bisexual,26,"$1 to $10,000","First two answers. Gender is androgyne, not male; sexuality is asexual, not bi.",Normal weight,0.0,Yes,Yes,Yes,Self-employed,artist,Bachelor’s degree,"Other exercise, learn new skills"
415,5/22/2016 22:21:42,Male,Straight,27,"$50,000 to $74,999",White non-Hispanic,Obese,1.0,Yes,Yes,No,A student,Auditor,Master’s degree,Other exercise
416,5/22/2016 22:24:26,Male,Straight,19,$0,White non-Hispanic,Overweight,3.0,Yes,Yes,No,Out of work but not currently looking for work,Unemployed,"Some high school, no diploma",None
417,5/23/2016 3:16:33,Male,Straight,15,$0,White non-Hispanic,Underweight,1.0,Yes,Yes,No,Out of work but not currently looking for work,Why is this obligatory?,"Some high school, no diploma",None
418,5/23/2016 3:27:01,Male,Straight,31,"$1 to $10,000",White non-Hispanic,Normal weight,0.0,No,Yes,No,Self-employed,Software developer,"Some college, no degree",Other exercise
419,5/23/2016 3:34:05,Male,Straight,17,"$1 to $10,000",White non-Hispanic,Overweight,3.0,Yes,Yes,Yes,A student,High School Senior,"High school graduate, diploma or the equivalent (for example: GED)","Other exercise, join clubs/socual clubs/meet ups"
420,5/23/2016 4:12:06,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,0.0,Yes,Yes,No,A student,Student / parttime web developer,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise"
