Ten-Year Age Groups Code,Year Code,UCD - Drug/Alcohol Induced Cause,Gender,Occurrence State,Deaths
45-54,2021,Drug poisonings (overdose) Unintentional,Male,New Hampshire,31
45-54,2021,Drug poisonings (overdose) Unintentional,Male,New Jersey,318
45-54,2021,Drug poisonings (overdose) Unintentional,Male,New Mexico,95
45-54,2021,Drug poisonings (overdose) Unintentional,Male,New York,534
45-54,2021,Drug poisonings (overdose) Unintentional,Male,North Carolina,352
45-54,2021,Drug poisonings (overdose) Unintentional,Male,Ohio,522
45-54,2021,Drug poisonings (overdose) Unintentional,Male,Oklahoma,77
45-54,2021,Drug poisonings (overdose) Unintentional,Male,Oregon,103
45-54,2021,Drug poisonings (overdose) Unintentional,Male,Pennsylvania,533
45-54,2021,Drug poisonings (overdose) Unintentional,Male,Rhode Island,42
45-54,2021,Drug poisonings (overdose) Unintentional,Male,South Carolina,187
45-54,2021,Drug poisonings (overdose) Unintentional,Male,Tennessee,350
45-54,2021,Drug poisonings (overdose) Unintentional,Male,Texas,409
45-54,2021,Drug poisonings (overdose) Unintentional,Male,Utah,53
45-54,2021,Drug poisonings (overdose) Unintentional,Male,Vermont,25
45-54,2021,Drug poisonings (overdose) Unintentional,Male,Virginia,232
45-54,2021,Drug poisonings (overdose) Unintentional,Male,Washington,202
45-54,2021,Drug poisonings (overdose) Unintentional,Male,West Virginia,149
45-54,2021,Drug poisonings (overdose) Unintentional,Male,Wisconsin,158
45-54,2021,Drug poisonings (overdose) Suicide,Female,California,20
45-54,2021,Drug poisonings (overdose) Suicide,Female,Colorado,16
45-54,2021,Drug poisonings (overdose) Suicide,Female,Florida,17
45-54,2021,Drug poisonings (overdose) Suicide,Female,Illinois,12
45-54,2021,Drug poisonings (overdose) Suicide,Female,Michigan,10
45-54,2021,Drug poisonings (overdose) Suicide,Female,New York,10
45-54,2021,Drug poisonings (overdose) Suicide,Female,Pennsylvania,14
45-54,2021,Drug poisonings (overdose) Suicide,Female,Texas,25
45-54,2021,Drug poisonings (overdose) Suicide,Female,Wisconsin,17
45-54,2021,Drug poisonings (overdose) Suicide,Male,California,21
45-54,2021,Drug poisonings (overdose) Suicide,Male,Florida,22
45-54,2021,Drug poisonings (overdose) Suicide,Male,Illinois,12
45-54,2021,Drug poisonings (overdose) Suicide,Male,New York,14
45-54,2021,Drug poisonings (overdose) Suicide,Male,Ohio,10
45-54,2021,Drug poisonings (overdose) Suicide,Male,Pennsylvania,12
45-54,2021,Drug poisonings (overdose) Suicide,Male,Texas,15
45-54,2021,Drug poisonings (overdose) Undetermined,Female,Louisiana,11
45-54,2021,Drug poisonings (overdose) Undetermined,Female,Maryland,78
45-54,2021,Drug poisonings (overdose) Undetermined,Female,Michigan,18
45-54,2021,Drug poisonings (overdose) Undetermined,Female,New York,12
45-54,2021,Drug poisonings (overdose) Undetermined,Male,Indiana,10
45-54,2021,Drug poisonings (overdose) Undetermined,Male,Louisiana,13
45-54,2021,Drug poisonings (overdose) Undetermined,Male,Maryland,190
45-54,2021,Drug poisonings (overdose) Undetermined,Male,Michigan,34
45-54,2021,Drug poisonings (overdose) Undetermined,Male,New York,26
45-54,2021,All other drug-induced causes,Female,Alabama,10
45-54,2021,All other drug-induced causes,Female,Arizona,11
45-54,2021,All other drug-induced causes,Female,California,29
45-54,2021,All other drug-induced causes,Female,Florida,20
45-54,2021,All other drug-induced causes,Female,Kentucky,16
45-54,2021,All other drug-induced causes,Female,New York,18
45-54,2021,All other drug-induced causes,Female,North Carolina,12
45-54,2021,All other drug-induced causes,Female,Ohio,13
45-54,2021,All other drug-induced causes,Female,Oregon,12
45-54,2021,All other drug-induced causes,Female,Pennsylvania,12
45-54,2021,All other drug-induced causes,Female,Tennessee,16
45-54,2021,All other drug-induced causes,Female,Texas,23
45-54,2021,All other drug-induced causes,Female,Virginia,15
45-54,2021,All other drug-induced causes,Female,Washington,11
45-54,2021,All other drug-induced causes,Male,Alabama,31
45-54,2021,All other drug-induced causes,Male,Arizona,19
45-54,2021,All other drug-induced causes,Male,Arkansas,14
45-54,2021,All other drug-induced causes,Male,California,80
45-54,2021,All other drug-induced causes,Male,Florida,33
45-54,2021,All other drug-induced causes,Male,Georgia,25
45-54,2021,All other drug-induced causes,Male,Illinois,12
45-54,2021,All other drug-induced causes,Male,Kentucky,31
45-54,2021,All other drug-induced causes,Male,Louisiana,11
45-54,2021,All other drug-induced causes,Male,Maryland,11
45-54,2021,All other drug-induced causes,Male,Massachusetts,18
45-54,2021,All other drug-induced causes,Male,Missouri,17
45-54,2021,All other drug-induced causes,Male,New Jersey,17
45-54,2021,All other drug-induced causes,Male,New York,30
45-54,2021,All other drug-induced causes,Male,North Carolina,28
45-54,2021,All other drug-induced causes,Male,Ohio,16
45-54,2021,All other drug-induced causes,Male,Oklahoma,16
45-54,2021,All other drug-induced causes,Male,Oregon,30
45-54,2021,All other drug-induced causes,Male,Pennsylvania,16
45-54,2021,All other drug-induced causes,Male,South Carolina,15
45-54,2021,All other drug-induced causes,Male,Tennessee,18
45-54,2021,All other drug-induced causes,Male,Texas,49
45-54,2021,All other drug-induced causes,Male,Virginia,16
45-54,2021,All other drug-induced causes,Male,Washington,24
45-54,2021,Alcohol poisonings (overdose),Female,California,10
45-54,2021,Alcohol poisonings (overdose),Male,Arizona,20
45-54,2021,Alcohol poisonings (overdose),Male,California,42
45-54,2021,Alcohol poisonings (overdose),Male,Connecticut,10
45-54,2021,Alcohol poisonings (overdose),Male,Florida,21
45-54,2021,Alcohol poisonings (overdose),Male,Georgia,10
45-54,2021,Alcohol poisonings (overdose),Male,Indiana,15
45-54,2021,Alcohol poisonings (overdose),Male,Michigan,10
45-54,2021,Alcohol poisonings (overdose),Male,New Jersey,13
45-54,2021,Alcohol poisonings (overdose),Male,New Mexico,12
45-54,2021,Alcohol poisonings (overdose),Male,New York,12
45-54,2021,Alcohol poisonings (overdose),Male,Ohio,12
45-54,2021,Alcohol poisonings (overdose),Male,Pennsylvania,15
45-54,2021,Alcohol poisonings (overdose),Male,Texas,20
45-54,2021,All other alcohol-induced causes,Female,Alabama,46
45-54,2021,All other alcohol-induced causes,Female,Alaska,31
45-54,2021,All other alcohol-induced causes,Female,Arizona,136
45-54,2021,All other alcohol-induced causes,Female,Arkansas,28
45-54,2021,All other alcohol-induced causes,Female,California,414
45-54,2021,All other alcohol-induced causes,Female,Colorado,113
45-54,2021,All other alcohol-induced causes,Female,Connecticut,27
45-54,2021,All other alcohol-induced causes,Female,Florida,210
45-54,2021,All other alcohol-induced causes,Female,Georgia,97
45-54,2021,All other alcohol-induced causes,Female,Hawaii,10
45-54,2021,All other alcohol-induced causes,Female,Idaho,30
45-54,2021,All other alcohol-induced causes,Female,Illinois,103
45-54,2021,All other alcohol-induced causes,Female,Indiana,76
45-54,2021,All other alcohol-induced causes,Female,Iowa,39
45-54,2021,All other alcohol-induced causes,Female,Kansas,29
45-54,2021,All other alcohol-induced causes,Female,Kentucky,42
45-54,2021,All other alcohol-induced causes,Female,Louisiana,29
45-54,2021,All other alcohol-induced causes,Female,Maine,10
45-54,2021,All other alcohol-induced causes,Female,Maryland,30
45-54,2021,All other alcohol-induced causes,Female,Massachusetts,85
45-54,2021,All other alcohol-induced causes,Female,Michigan,106
45-54,2021,All other alcohol-induced causes,Female,Minnesota,86
45-54,2021,All other alcohol-induced causes,Female,Mississippi,33
45-54,2021,All other alcohol-induced causes,Female,Missouri,52
45-54,2021,All other alcohol-induced causes,Female,Montana,25
45-54,2021,All other alcohol-induced causes,Female,Nebraska,22
45-54,2021,All other alcohol-induced causes,Female,Nevada,55
45-54,2021,All other alcohol-induced causes,Female,New Hampshire,18
45-54,2021,All other alcohol-induced causes,Female,New Jersey,53
45-54,2021,All other alcohol-induced causes,Female,New Mexico,75
45-54,2021,All other alcohol-induced causes,Female,New York,115
45-54,2021,All other alcohol-induced causes,Female,North Carolina,86
45-54,2021,All other alcohol-induced causes,Female,North Dakota,20
45-54,2021,All other alcohol-induced causes,Female,Ohio,103
45-54,2021,All other alcohol-induced causes,Female,Oklahoma,58
45-54,2021,All other alcohol-induced causes,Female,Oregon,75
45-54,2021,All other alcohol-induced causes,Female,Pennsylvania,99
45-54,2021,All other alcohol-induced causes,Female,Rhode Island,14
45-54,2021,All other alcohol-induced causes,Female,South Carolina,75
45-54,2021,All other alcohol-induced causes,Female,South Dakota,34
45-54,2021,All other alcohol-induced causes,Female,Tennessee,93
45-54,2021,All other alcohol-induced causes,Female,Texas,221
45-54,2021,All other alcohol-induced causes,Female,Utah,39
45-54,2021,All other alcohol-induced causes,Female,Virginia,60
45-54,2021,All other alcohol-induced causes,Female,Washington,112
45-54,2021,All other alcohol-induced causes,Female,West Virginia,13
45-54,2021,All other alcohol-induced causes,Female,Wisconsin,70
45-54,2021,All other alcohol-induced causes,Male,Alabama,96
45-54,2021,All other alcohol-induced causes,Male,Alaska,34
45-54,2021,All other alcohol-induced causes,Male,Arizona,251
45-54,2021,All other alcohol-induced causes,Male,Arkansas,66
45-54,2021,All other alcohol-induced causes,Male,California,1121
45-54,2021,All other alcohol-induced causes,Male,Colorado,270
45-54,2021,All other alcohol-induced causes,Male,Connecticut,62
45-54,2021,All other alcohol-induced causes,Male,Delaware,24
45-54,2021,All other alcohol-induced causes,Male,District of Columbia,22
45-54,2021,All other alcohol-induced causes,Male,Florida,467
45-54,2021,All other alcohol-induced causes,Male,Georgia,196
45-54,2021,All other alcohol-induced causes,Male,Hawaii,13
45-54,2021,All other alcohol-induced causes,Male,Idaho,41
45-54,2021,All other alcohol-induced causes,Male,Illinois,258
45-54,2021,All other alcohol-induced causes,Male,Indiana,175
45-54,2021,All other alcohol-induced causes,Male,Iowa,75
45-54,2021,All other alcohol-induced causes,Male,Kansas,68
45-54,2021,All other alcohol-induced causes,Male,Kentucky,113
45-54,2021,All other alcohol-induced causes,Male,Louisiana,63
45-54,2021,All other alcohol-induced causes,Male,Maine,43
45-54,2021,All other alcohol-induced causes,Male,Maryland,87
45-54,2021,All other alcohol-induced causes,Male,Massachusetts,158
45-54,2021,All other alcohol-induced causes,Male,Michigan,261
45-54,2021,All other alcohol-induced causes,Male,Minnesota,154
45-54,2021,All other alcohol-induced causes,Male,Mississippi,78
45-54,2021,All other alcohol-induced causes,Male,Missouri,143
45-54,2021,All other alcohol-induced causes,Male,Montana,57
45-54,2021,All other alcohol-induced causes,Male,Nebraska,54
45-54,2021,All other alcohol-induced causes,Male,Nevada,118
45-54,2021,All other alcohol-induced causes,Male,New Hampshire,38
45-54,2021,All other alcohol-induced causes,Male,New Jersey,117
45-54,2021,All other alcohol-induced causes,Male,New Mexico,135
45-54,2021,All other alcohol-induced causes,Male,New York,277
45-54,2021,All other alcohol-induced causes,Male,North Carolina,253
45-54,2021,All other alcohol-induced causes,Male,North Dakota,23
45-54,2021,All other alcohol-induced causes,Male,Ohio,279
45-54,2021,All other alcohol-induced causes,Male,Oklahoma,129
45-54,2021,All other alcohol-induced causes,Male,Oregon,178
45-54,2021,All other alcohol-induced causes,Male,Pennsylvania,195
45-54,2021,All other alcohol-induced causes,Male,Rhode Island,29
45-54,2021,All other alcohol-induced causes,Male,South Carolina,136
45-54,2021,All other alcohol-induced causes,Male,South Dakota,63
45-54,2021,All other alcohol-induced causes,Male,Tennessee,235
45-54,2021,All other alcohol-induced causes,Male,Texas,602
45-54,2021,All other alcohol-induced causes,Male,Utah,62
45-54,2021,All other alcohol-induced causes,Male,Vermont,19
45-54,2021,All other alcohol-induced causes,Male,Virginia,151
45-54,2021,All other alcohol-induced causes,Male,Washington,241
45-54,2021,All other alcohol-induced causes,Male,West Virginia,58
45-54,2021,All other alcohol-induced causes,Male,Wisconsin,163
45-54,2021,All other alcohol-induced causes,Male,Wyoming,23
45-54,2022,All other alcohol-induced causes,Female,California,37
45-54,2022,All other alcohol-induced causes,Female,Colorado,15
45-54,2022,All other alcohol-induced causes,Female,Florida,23
45-54,2022,All other alcohol-induced causes,Female,Minnesota,12
45-54,2022,All other alcohol-induced causes,Female,New York,10
45-54,2022,All other alcohol-induced causes,Female,Ohio,14
45-54,2022,All other alcohol-induced causes,Female,Pennsylvania,17
45-54,2022,All other alcohol-induced causes,Female,Texas,14
45-54,2022,All other alcohol-induced causes,Female,Washington,12
45-54,2022,All other alcohol-induced causes,Male,Alabama,12
45-54,2022,All other alcohol-induced causes,Male,Arizona,19
45-54,2022,All other alcohol-induced causes,Male,California,96
45-54,2022,All other alcohol-induced causes,Male,Colorado,26
45-54,2022,All other alcohol-induced causes,Male,Florida,32
45-54,2022,All other alcohol-induced causes,Male,Georgia,20
45-54,2022,All other alcohol-induced causes,Male,Illinois,22
45-54,2022,All other alcohol-induced causes,Male,Indiana,20
45-54,2022,All other alcohol-induced causes,Male,Iowa,11
45-54,2022,All other alcohol-induced causes,Male,Maryland,10
45-54,2022,All other alcohol-induced causes,Male,Michigan,30
45-54,2022,All other alcohol-induced causes,Male,Minnesota,16
45-54,2022,All other alcohol-induced causes,Male,Missouri,15
45-54,2022,All other alcohol-induced causes,Male,Nebraska,10
45-54,2022,All other alcohol-induced causes,Male,New Jersey,18
45-54,2022,All other alcohol-induced causes,Male,New Mexico,11
45-54,2022,All other alcohol-induced causes,Male,New York,40
45-54,2022,All other alcohol-induced causes,Male,North Carolina,19
45-54,2022,All other alcohol-induced causes,Male,Ohio,18
45-54,2022,All other alcohol-induced causes,Male,Oregon,13
45-54,2022,All other alcohol-induced causes,Male,Pennsylvania,26
45-54,2022,All other alcohol-induced causes,Male,South Carolina,15
45-54,2022,All other alcohol-induced causes,Male,Tennessee,24
45-54,2022,All other alcohol-induced causes,Male,Texas,42
45-54,2022,All other alcohol-induced causes,Male,Virginia,11
45-54,2022,All other alcohol-induced causes,Male,Washington,28
45-54,2022,All other alcohol-induced causes,Male,Wisconsin,12
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Alabama,45
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Arizona,72
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Arkansas,20
55-64,2018,Drug poisonings (overdose) Unintentional,Female,California,366
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Colorado,51
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Connecticut,44
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Delaware,21
55-64,2018,Drug poisonings (overdose) Unintentional,Female,District of Columbia,25
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Florida,239
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Georgia,85
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Hawaii,12
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Idaho,16
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Illinois,135
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Indiana,66
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Iowa,13
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Kansas,14
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Kentucky,74
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Louisiana,62
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Maine,12
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Maryland,41
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Massachusetts,86
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Michigan,134
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Minnesota,28
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Mississippi,22
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Missouri,82
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Nebraska,12
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Nevada,50
55-64,2018,Drug poisonings (overdose) Unintentional,Female,New Hampshire,10
55-64,2018,Drug poisonings (overdose) Unintentional,Female,New Jersey,132
55-64,2018,Drug poisonings (overdose) Unintentional,Female,New Mexico,28
55-64,2018,Drug poisonings (overdose) Unintentional,Female,New York,179
55-64,2018,Drug poisonings (overdose) Unintentional,Female,North Carolina,98
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Ohio,178
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Oklahoma,65
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Oregon,26
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Pennsylvania,192
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Rhode Island,19
55-64,2018,Drug poisonings (overdose) Unintentional,Female,South Carolina,77
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Tennessee,108
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Texas,186
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Utah,39
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Virginia,41
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Washington,78
55-64,2018,Drug poisonings (overdose) Unintentional,Female,West Virginia,32
55-64,2018,Drug poisonings (overdose) Unintentional,Female,Wisconsin,47
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Alabama,48
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Alaska,14
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Arizona,169
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Arkansas,23
55-64,2018,Drug poisonings (overdose) Unintentional,Male,California,824
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Colorado,101
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Connecticut,114
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Delaware,39
55-64,2018,Drug poisonings (overdose) Unintentional,Male,District of Columbia,80
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Florida,454
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Georgia,129
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Hawaii,53
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Idaho,14
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Illinois,330
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Indiana,116
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Iowa,20
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Kansas,27
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Kentucky,116
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Louisiana,91
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Maine,30
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Maryland,93
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Massachusetts,206
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Michigan,238
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Minnesota,58
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Mississippi,29
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Missouri,132
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Nebraska,11
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Nevada,106
55-64,2018,Drug poisonings (overdose) Unintentional,Male,New Hampshire,28
55-64,2018,Drug poisonings (overdose) Unintentional,Male,New Jersey,279
55-64,2018,Drug poisonings (overdose) Unintentional,Male,New Mexico,52
55-64,2018,Drug poisonings (overdose) Unintentional,Male,New York,415
55-64,2018,Drug poisonings (overdose) Unintentional,Male,North Carolina,176
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Ohio,388
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Oklahoma,81
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Oregon,62
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Pennsylvania,399
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Rhode Island,41
55-64,2018,Drug poisonings (overdose) Unintentional,Male,South Carolina,109
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Tennessee,149
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Texas,356
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Utah,46
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Virginia,125
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Washington,140
55-64,2018,Drug poisonings (overdose) Unintentional,Male,West Virginia,76
55-64,2018,Drug poisonings (overdose) Unintentional,Male,Wisconsin,106
55-64,2018,Drug poisonings (overdose) Suicide,Female,Alabama,10
55-64,2018,Drug poisonings (overdose) Suicide,Female,Arizona,20
55-64,2018,Drug poisonings (overdose) Suicide,Female,California,57
55-64,2018,Drug poisonings (overdose) Suicide,Female,Colorado,13
55-64,2018,Drug poisonings (overdose) Suicide,Female,Connecticut,10
55-64,2018,Drug poisonings (overdose) Suicide,Female,Florida,71
55-64,2018,Drug poisonings (overdose) Suicide,Female,Georgia,19
55-64,2018,Drug poisonings (overdose) Suicide,Female,Illinois,23
55-64,2018,Drug poisonings (overdose) Suicide,Female,Indiana,12
55-64,2018,Drug poisonings (overdose) Suicide,Female,Maryland,14
55-64,2018,Drug poisonings (overdose) Suicide,Female,Massachusetts,15
55-64,2018,Drug poisonings (overdose) Suicide,Female,Michigan,19
55-64,2018,Drug poisonings (overdose) Suicide,Female,Minnesota,14
55-64,2018,Drug poisonings (overdose) Suicide,Female,Missouri,22
55-64,2018,Drug poisonings (overdose) Suicide,Female,Nevada,16
55-64,2018,Drug poisonings (overdose) Suicide,Female,New Jersey,11
55-64,2018,Drug poisonings (overdose) Suicide,Female,New Mexico,13
55-64,2018,Drug poisonings (overdose) Suicide,Female,New York,24
55-64,2018,Drug poisonings (overdose) Suicide,Female,North Carolina,25
55-64,2018,Drug poisonings (overdose) Suicide,Female,Ohio,32
55-64,2018,Drug poisonings (overdose) Suicide,Female,Oregon,11
55-64,2018,Drug poisonings (overdose) Suicide,Female,Pennsylvania,31
55-64,2018,Drug poisonings (overdose) Suicide,Female,South Carolina,11
55-64,2018,Drug poisonings (overdose) Suicide,Female,Tennessee,19
55-64,2018,Drug poisonings (overdose) Suicide,Female,Texas,42
55-64,2018,Drug poisonings (overdose) Suicide,Female,Virginia,18
55-64,2018,Drug poisonings (overdose) Suicide,Female,Washington,24
55-64,2018,Drug poisonings (overdose) Suicide,Female,Wisconsin,16
55-64,2018,Drug poisonings (overdose) Suicide,Male,Arizona,16
55-64,2018,Drug poisonings (overdose) Suicide,Male,California,59
55-64,2018,Drug poisonings (overdose) Suicide,Male,Colorado,11
55-64,2018,Drug poisonings (overdose) Suicide,Male,Florida,47
55-64,2018,Drug poisonings (overdose) Suicide,Male,Georgia,13
55-64,2018,Drug poisonings (overdose) Suicide,Male,Indiana,12
55-64,2018,Drug poisonings (overdose) Suicide,Male,Michigan,13
55-64,2018,Drug poisonings (overdose) Suicide,Male,Missouri,15
55-64,2018,Drug poisonings (overdose) Suicide,Male,Nevada,14
55-64,2018,Drug poisonings (overdose) Suicide,Male,New Jersey,10
55-64,2018,Drug poisonings (overdose) Suicide,Male,New York,25
55-64,2018,Drug poisonings (overdose) Suicide,Male,North Carolina,17
55-64,2018,Drug poisonings (overdose) Suicide,Male,Ohio,10
55-64,2018,Drug poisonings (overdose) Suicide,Male,Oregon,13
55-64,2018,Drug poisonings (overdose) Suicide,Male,Pennsylvania,27
55-64,2018,Drug poisonings (overdose) Suicide,Male,Texas,22
55-64,2018,Drug poisonings (overdose) Suicide,Male,Virginia,11
55-64,2018,Drug poisonings (overdose) Suicide,Male,Washington,11
55-64,2018,Drug poisonings (overdose) Undetermined,Female,Florida,15
55-64,2018,Drug poisonings (overdose) Undetermined,Female,Maryland,90
55-64,2018,Drug poisonings (overdose) Undetermined,Female,Michigan,13
55-64,2018,Drug poisonings (overdose) Undetermined,Female,New York,17
55-64,2018,Drug poisonings (overdose) Undetermined,Female,Oklahoma,11
55-64,2018,Drug poisonings (overdose) Undetermined,Female,Pennsylvania,11
55-64,2018,Drug poisonings (overdose) Undetermined,Male,California,10
55-64,2018,Drug poisonings (overdose) Undetermined,Male,Maryland,249
55-64,2018,Drug poisonings (overdose) Undetermined,Male,Michigan,28
55-64,2018,Drug poisonings (overdose) Undetermined,Male,New York,16
55-64,2018,All other drug-induced causes,Female,Alabama,15
55-64,2018,All other drug-induced causes,Female,California,36
55-64,2018,All other drug-induced causes,Female,Florida,15
55-64,2018,All other drug-induced causes,Female,Massachusetts,16
55-64,2018,All other drug-induced causes,Female,Michigan,18
55-64,2018,All other drug-induced causes,Female,New York,17
55-64,2018,All other drug-induced causes,Female,Tennessee,10
55-64,2018,All other drug-induced causes,Female,Texas,12
55-64,2018,All other drug-induced causes,Male,Alabama,21
55-64,2018,All other drug-induced causes,Male,Arizona,13
55-64,2018,All other drug-induced causes,Male,California,98
55-64,2018,All other drug-induced causes,Male,Florida,23
55-64,2018,All other drug-induced causes,Male,Georgia,19
55-64,2018,All other drug-induced causes,Male,Illinois,10
55-64,2018,All other drug-induced causes,Male,Indiana,11
55-64,2018,All other drug-induced causes,Male,Maryland,11
55-64,2018,All other drug-induced causes,Male,Massachusetts,17
55-64,2018,All other drug-induced causes,Male,Michigan,28
55-64,2018,All other drug-induced causes,Male,Minnesota,17
55-64,2018,All other drug-induced causes,Male,New Jersey,16
55-64,2018,All other drug-induced causes,Male,New York,45
55-64,2018,All other drug-induced causes,Male,North Carolina,14
55-64,2018,All other drug-induced causes,Male,Ohio,18
55-64,2018,All other drug-induced causes,Male,Oregon,35
55-64,2018,All other drug-induced causes,Male,Pennsylvania,25
55-64,2018,All other drug-induced causes,Male,South Carolina,14
55-64,2018,All other drug-induced causes,Male,Tennessee,20
55-64,2018,All other drug-induced causes,Male,Texas,24
55-64,2018,All other drug-induced causes,Male,Washington,34
55-64,2018,Alcohol poisonings (overdose),Female,California,21
55-64,2018,Alcohol poisonings (overdose),Female,New York,12
55-64,2018,Alcohol poisonings (overdose),Male,Arizona,21
55-64,2018,Alcohol poisonings (overdose),Male,California,52
55-64,2018,Alcohol poisonings (overdose),Male,Colorado,14
55-64,2018,Alcohol poisonings (overdose),Male,Connecticut,10
55-64,2018,Alcohol poisonings (overdose),Male,Florida,15
55-64,2018,Alcohol poisonings (overdose),Male,Illinois,14
55-64,2018,Alcohol poisonings (overdose),Male,Indiana,14
55-64,2018,Alcohol poisonings (overdose),Male,Minnesota,20
55-64,2018,Alcohol poisonings (overdose),Male,New Jersey,18
55-64,2018,Alcohol poisonings (overdose),Male,New Mexico,13
55-64,2018,Alcohol poisonings (overdose),Male,New York,20
55-64,2018,Alcohol poisonings (overdose),Male,North Carolina,12
55-64,2018,Alcohol poisonings (overdose),Male,Ohio,12
55-64,2018,Alcohol poisonings (overdose),Male,Pennsylvania,15
55-64,2018,Alcohol poisonings (overdose),Male,Tennessee,10
55-64,2018,Alcohol poisonings (overdose),Male,Texas,23
55-64,2018,Alcohol poisonings (overdose),Male,Virginia,10
55-64,2018,Alcohol poisonings (overdose),Male,Washington,10
55-64,2018,All other alcohol-induced causes,Female,Alabama,29
55-64,2018,All other alcohol-induced causes,Female,Alaska,23
55-64,2018,All other alcohol-induced causes,Female,Arizona,94
55-64,2018,All other alcohol-induced causes,Female,Arkansas,30
55-64,2018,All other alcohol-induced causes,Female,California,486
55-64,2018,All other alcohol-induced causes,Female,Colorado,110
55-64,2018,All other alcohol-induced causes,Female,Connecticut,31
55-64,2018,All other alcohol-induced causes,Female,District of Columbia,12
55-64,2018,All other alcohol-induced causes,Female,Florida,330
55-64,2018,All other alcohol-induced causes,Female,Georgia,91
55-64,2018,All other alcohol-induced causes,Female,Idaho,26
55-64,2018,All other alcohol-induced causes,Female,Illinois,94
55-64,2018,All other alcohol-induced causes,Female,Indiana,58
55-64,2018,All other alcohol-induced causes,Female,Iowa,32
55-64,2018,All other alcohol-induced causes,Female,Kansas,24
55-64,2018,All other alcohol-induced causes,Female,Kentucky,40
55-64,2018,All other alcohol-induced causes,Female,Louisiana,30
