,name_twitter,screen_name,created_at,location,description,followers_count,friends_count,listed_count,favourites_count,time_zone,statuses_count,lang
2198,TN Higher Ed ,TNHigherEd,08/30/12 05:16 PM,"Nashville, Tennessee","The Tennessee Higher Education Commission is the state coordinating agency for higher ed. Focused on   increasing educational attainment, access/success in TN.",4117,918,62,372,Eastern Time (US & Canada),1220,en
2199,Mount Ida College,MountIdaNews,09/04/12 07:12 PM,"Newton, MA",Official Twitter Feed of Mount Ida College. Sharing news and events about life at Mount Ida. Success starts here. #MountIda,1551,1209,23,595,Eastern Time (US & Canada),5286,en
2200,Scripps Research ,scrippsresearch,09/05/12 05:09 PM,"La Jolla, CA & Jupiter, FL","The Scripps Research Institute is one of the world's largest, private, non-profit biomedical science research organizations.",4434,1473,176,396,,2270,en
2201,University of the SW,USW_HobbsNM,09/05/12 08:42 PM,"Hobbs, NM","Christ-centered and dedicated to developing men & women for a lifetime of servant leadership by emphasizing individual faith, responsibility, and initiative.",193,266,4,2,Mountain Time (US & Canada),158,en
2202,HutchCC News,HutchCCNews,09/06/12 09:11 PM,Hutchinson Community College,The official account for Hutchinson Community College,669,97,12,20,Central Time (US & Canada),2762,en
2203,PA College,PAHealthSciEDU,09/12/12 12:27 PM,"Lancaster, PA","Pennsylvania College of Health Sciences: dynamic & academically rigorous, preparing students with hands-on experience alongside health care leaders.",214,77,8,69,Eastern Time (US & Canada),227,en
2204,Knox College,KnoxCollege1837,09/13/12 07:00 PM,"Galesburg, Illinois","Knox College is a nationally ranked, private, residential liberal arts college of 1,420 undergraduate students. http://t.co/vqw4mxpJBW",2308,137,50,740,Central Time (US & Canada),3538,en
2205,Anna Maria College,goannamaria,09/14/12 04:50 PM,"Paxton, MA","Anna Maria College is a four-year private, co-ed, Catholic, liberal arts college accredited by the NEASC. AMC is located on a 192-acre campus in Paxton, MA.",937,423,27,298,,1272,en
2206,MCLA,MCLA_EDU,09/18/12 04:48 PM,"The Berkshires, Massachusetts","MCLA, the Commonwealth's public liberal arts college, offers a high-quality, hands-on educational experience in the Berkshires.",1127,791,19,372,,2352,en
2207,Clark Atlanta,CAU,09/18/12 07:08 PM,"Atlanta, GA","Official Twitter feed of Clark Atlanta University. Updates about learning, leading, and living at CAU.",3974,74,68,130,Atlantic Time (Canada),1473,en
2208,Jamestown Business,JBC_NY,09/21/12 03:59 AM,"Jamestown, NY","Jamestown Business College has what you need for a successful college experience.
Upon graduation, we offer career placement assistance.",272,202,2,35,Eastern Time (US & Canada),794,en
2209,Seton Hill U.,setonhill,09/21/12 08:30 PM,"Greensburg, PA",The official Twitter feed of Seton Hill University. Snapchat: setonhill,2272,531,30,2309,Eastern Time (US & Canada),2958,en
2210,Memphis Seminary,MemphisSeminary,09/24/12 07:26 PM,,"The mission of MTS is to educate and sustain men and women for Christian ministry in the church and the world through scholarship, piety and justice.",200,77,7,0,Central Time (US & Canada),66,en
2211,Pacifica Graduate ,PacificaPost,09/24/12 09:29 PM,"Santa Barbara, California","A WASC accredited, employee-owned, graduate school offering masters and doctoral programs in psychology and the humanities. Pacifica is celebrating 40 years!",2338,2105,43,126,Pacific Time (US & Canada),1705,en
2212,FPCC,fpcc_edu,09/24/12 09:36 PM,"Poplar, Montana",Fort Peck Community College (FPCC) is a tribally controlled community college chartered by the Fort Peck Assiniboine and Sioux Tribes.,72,10,8,0,,17,en
2213,Muskingum Admissions,MuskieAdmission,09/26/12 12:20 AM,,"Your source for admissions info on southeastern Ohio's liberal arts university, offering over 40 majors and competitive financial aid.",756,473,7,553,Eastern Time (US & Canada),2228,en
2214,MiSPP,misppedu,09/28/12 03:24 PM,"Farmington Hills, MI",The Michigan School of Professional Psychology (MiSPP) offers master and doctoral degrees in clinical psychology with a humanistic emphasis.,144,210,5,18,Atlantic Time (Canada),602,en
2215,HopkinsvilleCC,HopkinsvilleCC,10/03/12 03:56 PM,"Hopkinsville, Kentucky","A true comprehensive community college, providing academic and technical associate degrees, diplomas, certificates, developmental education & industry training.",448,133,13,39,Central Time (US & Canada),366,en
2216,Wartburg Seminary,WartburgSem,10/04/12 06:18 PM,,"Wartburg Theological Seminary, located in Dubuque, Iowa, is a seminary of the ELCA that prepares women and men for lay and ordained ministry in Christ's church.",389,98,13,50,Central Time (US & Canada),94,en
2217,DLIFLC,DLIFLC,10/05/12 02:56 PM,"Monterey, CA","A multi-service school for active and reserve components, civilian personnel working in the federal government and various law enforcement agencies.",363,36,4,0,Pacific Time (US & Canada),583,en
2218,CMCC,CMCCMaine,10/09/12 05:08 PM,"Auburn, Maine","Central Maine Community College provides quality, accessible college education and lifelong learning opportunities.",309,173,10,73,Atlantic Time (Canada),724,en
2219,WTC,WTexasCollege,10/15/12 02:51 AM,"Snyder, TX",Committed to the success of our students. Academics. Vocational. Athletics.,69,57,2,0,Central Time (US & Canada),179,en
2220,CollegeOfDuPage,CollegeDuPage,10/16/12 03:34 PM,,"Official Twitter feed of College of DuPage. With more than 30,000 students, COD is Illinois' 2nd-largest institution of higher education.",1963,332,46,222,,2081,en
2221,TiffinU,TiffinU,10/18/12 03:44 PM,"Tiffin, OH","Official Twitterfeed from Tiffin University in beautiful Tiffin, Ohio",1734,727,23,263,,3290,en
2222,UWyo News,UWyonews,10/22/12 07:40 PM,"Laramie, Wyo",We are University of Wyoming Institutional Communications - where to go for UW news!,1251,9,39,1,Central Time (US & Canada),2943,en
2223,Southern Union,SUSCCNews,10/30/12 04:07 AM,"Wadley, Opelika, Valley",Where your Journey Begins.,413,98,3,0,Central Time (US & Canada),216,en
2224,NCCC - North Country,NorthCountryCC,10/30/12 12:58 PM,"Saranac Lake, NY",North Country Community College - Find YOUR Place. Be a part of the #SaintsNation! A member of The State University of New York. #NCCC #SaintsNation,613,295,8,917,,2245,en
2225,Bluefield State Coll,BlfdStateColl,10/30/12 09:44 PM,"Bluefield, WV","BSC...Affordable, Accessible, Accredited & Relevant.  Prep for great careers in Nursing, Engineering Tech., Teaching, Business & more.",156,45,7,0,Eastern Time (US & Canada),108,en
2226,Samuel Merritt Univ,SamuelMerrittU,10/30/12 11:19 PM,"Oakland, CA","The official Twitter account for Samuel Merritt University (SMU), an accredited health sciences institution in Oakland, California. RTs are not endorsements.",597,726,32,127,,2258,en
2227,Brevard College,BrevardCollege,10/31/12 02:42 PM,"Brevard, North Carolina","BC is committed to an experiential liberal arts education that encourages personal growth and inspires artistic, intellectual, and social action.",961,160,20,102,Eastern Time (US & Canada),1495,en
2228,Colby Trojans,ColbyCCollege,11/01/12 01:31 AM,Colby Kansas,"Colby Community College provides the highest quality education possible with over 80 majors via on-campus, satellite locations and online, distance education.",246,69,4,82,Central Time (US & Canada),1155,en
2229,GoodSamaritanCollege,GoodSamCollege,11/01/12 03:19 PM,"Cincinnati, OH",,114,0,0,1,Atlantic Time (Canada),74,en
2230,U of South Alabama,UofSouthAlabama,11/06/12 12:48 AM,"Mobile, AL","The official Twitter of the University of South Alabama. USA is a vibrant and diverse university that focuses on teaching, research, service and health care.",5615,165,47,595,Central Time (US & Canada),777,en
2231,NLU,NationalLouisU,11/07/12 03:02 PM,,The Twitter home of National Louis University. Follow us today!,545,404,29,192,Central Time (US & Canada),1775,en
2232,MCTC_Tweets,MCTC_Tweets,11/14/12 01:10 AM,"Maysville, Kentucky",Higher education begins here!,130,5,1,6,,292,en
2233,Iowa Central,IowaCentral,11/14/12 08:52 PM,,The official twitter page of Iowa Central Community College!,1530,0,7,0,Central Time (US & Canada),949,en
2234,Minot State,Minotstateu,11/15/12 04:48 PM,"Minot, ND","We are dedicated to the success of all students: their growth and development as educated citizens, and their life-long devotion to the welfare of others.",935,152,15,166,,876,en
2235,SLCC,southlacc,11/19/12 09:02 PM,"Lafayette, LA",The official Twitter account for South Louisiana Community College. Our students have Heads that Know and Hands that Know How. #KnowKnowHow,1366,809,28,833,Central Time (US & Canada),2809,en
2236,Feather River Coll.,FeatherRiverCol,11/27/12 11:44 PM,"Quincy, CA","Feather River College is a small community college located in Quincy, CA that offers unique academic majors, athletic opportunities, on-campus housing and more!",312,80,10,111,,305,en
2237,Richard Bland of W&M,RBCStatesmen,11/28/12 07:15 PM,"Petersburg, VA","Richard Bland College of William & Mary prepares students for university transfer, offering the full collegiate experience at an affordable price.",894,1382,8,215,Eastern Time (US & Canada),1236,en
2238,LA Southwest College,LASCCampus,11/30/12 04:58 PM,,,385,64,18,0,Arizona,687,en
2239,UNC Asheville,UncAvl,11/30/12 06:52 PM,"Asheville, NC","The official Twitter feed of the University of North Carolina at Asheville, NC's designated Liberal Arts University.",3718,1462,79,1244,,3437,en
2240,UC Clermont College ,ucclermont,12/07/12 01:52 AM,"Batavia, Ohio ",UC Clermont College- regional college of University of Cincinnati. We bring  The Power of UC close to home!,1322,526,22,1794,Hawaii,2907,en
2241,Penn State Shenango,PSU_Shenango,12/10/12 01:50 PM,"Sharon, Pennsylvania","Penn State Shenango is a student-centered campus located in downtown Sharon, PA. We are the only urban campus among the Penn State Commonwealth campuses.",214,49,9,4,,140,en
2242,UW Colleges,UW_Colleges,12/13/12 08:49 PM,Wisconsin,"The University of Wisconsin Colleges is the UW System's network of 13 two-year campuses & UW Colleges online. Serving 14,000+ students across the state.",710,127,23,23,,745,en
2243,NCMC,NorthCentralMC,12/18/12 02:08 PM,"Petoskey, MI",It's what matters!,1067,1502,6,12,Eastern Time (US & Canada),559,en
2244,Western State Law,WesternStateLaw,12/18/12 07:00 PM,"Fullerton, CA",The official profile of Western State University - College of Law. Western State College of Law is owned by EDMC,410,267,8,19,Pacific Time (US & Canada),197,en
2245,Roxbury CC,SeeRCC,12/20/12 02:07 PM,"Roxbury, MA","The Official Twitter Page of Roxbury Community College. RCC is a comprehensive, multicultural, urban, student centered, open-access community college.",1118,1425,52,372,Eastern Time (US & Canada),2620,en
2246,SCTCC,SCTCC,12/26/12 09:35 PM,"St. Cloud, Minnesota","St. Cloud Technical & Community College - Strengthening our world with lifelong learning, a skilled workforce, engaged citizens, and 97% job placement.",927,469,17,641,,1397,en
2247,ConnSCU,ConnSCU,01/03/13 02:09 PM,Connecticut ,"The 17 Connecticut State Colleges & Universities (ConnSCU) offer students an affordable, accessible opportunity to further their education or career training.",383,351,19,7,Eastern Time (US & Canada),289,en
2248,Collin College,collincollege,01/09/13 02:18 PM,"Collin County, TX",Official Twitter page for the Collin College District in North Texas.,3111,279,61,1299,Central Time (US & Canada),3408,en
2249,Lamar Comm. College,LamarComCollege,01/09/13 03:49 PM,"Lamar, CO",Lamar Community College offers a variety of two-year degrees and certificates through on-site and online courses.,211,97,8,8,,323,en
2250,Comm. Colleges of CO,GoCCCS,01/09/13 08:46 PM,Colorado,The Community Colleges of Colorado. 13 unique community colleges statewide. Workforce ready. Focused on individual achievement and statewide economic vitality.,1251,472,29,390,Arizona,1936,en
2251,Columbus Tech,Col_Tech,01/15/13 07:18 PM,"Columbus, GA","Columbus Technical College is a 2-year accredited school in Columbus, GA. We have more than 90 programs that prepare you for today's economy. Follow us!",442,101,13,3,Eastern Time (US & Canada),496,en
2252,Beacon College,beacon_college,01/16/13 08:01 PM,"Leesburg, FL",First in the nation accredited to award bachelor and associate degrees exclusively to students with learning disabilities or ADHD.,670,810,18,88,Eastern Time (US & Canada),1282,en
2253,Presentation College,PresentationPC,01/17/13 08:55 PM,"Aberdeen, South Dakota","Our beautiful 100-acre campus resides in charming Aberdeen, S.D. PC is a private, catholic institution founded by the Presentation Sisters. #PCSaints",452,220,7,454,Eastern Time (US & Canada),909,en
2254,SaintPaulSchTheology,spst,01/24/13 09:54 PM,Kansas City and Oklahoma City,The official Twitter page for Saint Paul School of Theology.,288,147,23,13,Central Time (US & Canada),600,en
2255,WGU Missouri,WGUMissouri,01/28/13 05:47 PM,,"The nonprofit, accredited, and online university for Missouri.",477,469,15,309,Eastern Time (US & Canada),897,en
2256,WGU Tennessee,WGUTennessee,01/28/13 06:13 PM,,"The nonprofit, accredited, online university for Tennessee.",779,633,25,549,Central Time (US & Canada),1709,en
2257,Fletcher College,FletcherCollege,01/31/13 08:24 PM,"Schriever, Louisiana",Fletcher Technical Community College is a two year public college located in Terrebonne Parish offering over 20 technical and academic programs.,320,102,7,503,Central Time (US & Canada),441,en
2258,UofM Duluth,UMNDuluth,02/07/13 04:19 PM,"Duluth, MN",The official Twitter account of UMD.,4238,4605,58,4805,Central Time (US & Canada),5826,en
2259,St Joseph's Seminary,sjsdunwoodie,02/11/13 01:03 AM,"Dunwoodie, NY","The major seminary for the Archdiocese of NY, Diocese of Brooklyn, and Diocese of Rockville Centre.",534,218,13,53,,453,en
2260,CCGA,CCGAtweets,02/25/13 04:57 PM,"The Golden Isles, Ga.",Official twitter page for College of Coastal Georgia,645,120,10,47,,337,en
2261,Union Grad College,UnionGradColleg,02/27/13 06:48 PM,"Schenectady, NY","Union Graduate College: The Skill and Vision to Lead. Masters degree programs in Management, Healthcare Management, Education, Engineering, and Bioethics.",196,182,7,2,Atlantic Time (Canada),386,en
2262,BladenCC,Bladen_cc,03/01/13 06:15 PM,"Dublin, NC 28332",Welcome to the official twitter page of Bladen Community College.,101,86,3,44,Eastern Time (US & Canada),133,en
2263,ARC News,ARCNewsToday,03/04/13 06:42 PM,"Sacramento, CA 95841",Welcome to the official Twitter account for American River College! Tweets by the Community Relations office.,1115,274,36,4401,America/Los_Angeles,5285,en
2264,Dyersburg State,DyersburgState,03/05/13 04:04 PM,"Dyersburg, Covington & Trenton",,581,657,4,83,,413,en
2265,SUU,suutbirds,03/05/13 08:51 PM,"Cedar City, UT",Southern Utah University #studentlife #news #events #stories | Students discovering their purpose since 1897,2132,1058,27,1345,Mountain Time (US & Canada),1578,en
2266,NMSU Grants,NMSUGrants,03/07/13 01:23 PM,"Grants, NM","Western NM community college, serving Cibola and McKinley counties. We offer certificates and Associates degrees, GED and transfers for 4-year degrees.",138,43,4,0,Mountain Time (US & Canada),246,en
2267,Icahn School of Med,IcahnMountSinai,03/14/13 09:22 PM,"New York, New York",Learn about our new campaign at http://t.co/zJ9aC8QWRNÂ #ForYouForLife,2870,1129,234,1067,Eastern Time (US & Canada),5482,en
2268,CCAC,CCAC,03/18/13 07:11 PM,"Pittsburgh, PA","Our Goal is Your Success // 

http://t.co/r4u9diglj0 // 
http://t.co/QsxCsXFGZo //   
http://t.co/QEOphn4SkR",1828,1023,26,1969,,5264,en
2269,Martin Methodist,MMC_TN,03/18/13 08:16 PM,"Pulaski, TN","The Official Twitter Page of Martin Methodist College! 
#MMC #GoRedHawks",1319,1094,12,941,Eastern Time (US & Canada),946,en
2270,SAC,SACChicago,03/19/13 02:37 AM,"Chicago, IL. ","St. Augustine College is an independent, bilingual institution of higher education located in the Chicago area.",43,45,9,0,,210,en
2271,TSJC Athletics,TSJCATHLETICS,03/21/13 02:30 PM,"Trinidad, CO",Trinidad State Athletics!!!,446,40,2,12,Central Time (US & Canada),1003,en
2272,SVC,SoVtCo,03/26/13 07:16 PM,Bennington Vermont,"Southern Vermont College aspires to be a model of an enlightened educational community:diverse, supportive, environmentally respectful and socially responsible.",138,9,7,0,Atlantic Time (Canada),395,en
2273,RobesonCC,robesoncc,03/28/13 05:24 PM,Lumberton NC 28360,,243,190,4,30,Atlantic Time (Canada),687,en
2274,Barclay College,BarclayCollege,04/16/13 08:41 PM,"Haviland, KS","The official twitter account for Barclay College. Follow for campus news, events, and ways to get involved with the Barclay community",364,349,12,214,Central Time (US & Canada),803,en
2275,Inter Fajardo,InterFajardo,04/17/13 03:18 PM,"Fajardo, Puerto Rico",,369,79,7,2,La Paz,906,en
2276,Solano Comm College,SolanoCommColle,04/22/13 06:34 PM,Northern California,"SCC Falcons equals awesome career technical programs, great transfer opportunities, and quality education for your higher ed needs!",145,17,8,0,,13,en
2277,College of Redwoods,redwoodstweets,04/23/13 10:21 PM,"Eureka, CA",The official Twitter page for College of the Redwoods.,433,76,14,0,,680,en
2278,Mendocino College,MendocinoEagles,04/25/13 01:33 AM,Mendocino County,,406,138,19,43,Arizona,364,en
2279,Kenrick-Glennon Sem,KenrickGlennon,04/26/13 02:26 AM,"St. Louis, MO","The official Twitter account of Kenrick-Glennon Seminary, a Catholic seminary in the Archdiocese of St. Louis. Follow and learn more about #seminarylife.",1094,334,21,2006,Central Time (US & Canada),3787,en
2280,SUNY Columbia-Greene,ColGreeneCC,04/26/13 03:02 PM,"Hudson, New York ",C-GCC is a comprehensive two-year community college offering a variety of transfer and career programs.,310,58,10,0,,606,en
2281,Touro California,TouroCalifornia,04/30/13 05:32 PM,"Mare Island, Vallejo, Ca","We are a nonprofit, independent graduate institution of higher learning offering outstanding professional programs in health and education.",230,45,15,1,Pacific Time (US & Canada),238,en
2282,Southern Oregon Univ,SOUAshland,05/03/13 05:11 PM,"Ashland, OR","It's not all about statistics & research when we think about our students. We think about real life. 

You're Home at SOU. #SOUspirit #RaiderUp",2002,442,35,970,Pacific Time (US & Canada),1412,en
2283,Eastern Florida,efscTitans,05/15/13 07:58 PM,"Brevard County, FL","The official twitter for Eastern Florida State College offering nearly 100 degrees & certificates, including associate & bachelor degrees. #efscTitans",820,16,12,1,,157,en
2284,UVI,UVI_edu,05/22/13 08:57 PM,U.S. Virgin Islands,The University of the Virgin Islands is a coed learner-centered institution  dedicated to the success of its students.,937,1034,29,35,Atlantic Time (Canada),2723,en
2285,BlueMountainCollege,tweetbmc,05/29/13 07:04 PM,"Blue Mountain, MS","Sitting upon a Mississippi hilltop is Blue Mountain College, a secure, faith-centered campus community that challenges the hearts and minds of its students.",214,10,10,0,Eastern Time (US & Canada),182,en
2286,Lake Campus,LakeCampus,05/30/13 12:13 PM,,The official twitter account of Wright State University - Lake Campus.,502,80,8,479,Eastern Time (US & Canada),1249,en
2287,PennStateDuBois,PennStateDuBois,06/05/13 08:31 PM,"DuBois, PA","Since opening our doors in 1935, thousands of degree-seeking individuals have received a world-class education delivered in a friendly, small campus setting.",313,148,13,14,,750,en
2288,NGS,NGSedu,06/13/13 08:37 PM,,"The National Graduate School of Quality Management offers Accelerated, Accredited Degrees in Quality Systems Management.",59,105,7,10,,232,en
2289,Mount Washington,MW_College,06/17/13 03:43 PM,"Manchester, NH",We offer degrees on-campus and online to help you continue your education without pausing your life.,4623,568,37,47,Arizona,907,en
2290,SGSC Campus Life,sgsccampuslife,06/17/13 09:07 PM,"Douglas, GA",The Official South Georgia State College (SGSC) Campus Life Twitter. #SGSC #HawkLife,260,42,8,7,Eastern Time (US & Canada),327,en
2291,UNT Dallas,UNTDallas,06/18/13 02:58 PM,"Dallas, Texas",The 1st & only public university in the City of Dallas; offering various degrees and experiential learning programs. more than a university... it's your life,722,246,20,135,Central Time (US & Canada),730,en
2292,Helena College,HelenaCollege1,06/24/13 03:59 PM,"Helena, MT","Helena, MT 2 year college specializing in helping students achieve their higher education goals",59,16,1,7,Mountain Time (US & Canada),129,en
2293,SCCC/ATS,SCCCATS,06/24/13 05:17 PM,"Liberal, KS",Official Twitter for Seward County Community College/Area Technical School.  Offering an outstanding education at an affordable price!,242,138,4,24,Central Time (US & Canada),847,en
2294,PRCC Wildcats,PRCC_Wildcats,06/25/13 01:27 PM,"Poplarville, Mississippi",Official twitter of Pearl River Community College,1121,133,17,14,Eastern Time (US & Canada),1772,en
2295,Stark State College,TheStarkState,06/25/13 06:50 PM,"North Canton, OH",Official twitter account for Stark State College. Also follow @estarkstate for related distant learning news.,1164,143,17,244,Atlantic Time (Canada),1253,en
2296,Panola College,PanolaCollege,06/26/13 07:08 PM,"Carthage, Texas",My Choice. My College. My Panola.,415,87,8,98,Eastern Time (US & Canada),937,en
2297,Mountwest,MountwestCTC,07/08/13 08:01 PM,"Huntington, WV","Do you think community & technical college isn't for you? Think again! Learn more about our certificates, associate degrees and transfer paths to a bachelor's.",222,170,4,45,,717,en
2298,MLC,connect2mlc,07/08/13 09:27 PM,"New Ulm, MN","Martin Luther College trains future pastors, teachers, and staff ministers for the public ministry in the Wisconsin Evangelical Lutheran Synod.",712,34,15,5,Eastern Time (US & Canada),419,en
2299,LBW CommunityCollege,LBWCC,07/15/13 08:32 PM,334.222.6591,"LBWCC is a two-year college offering academic transfer and technical programs of study with locations in Andalusia, Opp, Greenville and Luverne, Alabama",325,57,5,6,Central Time (US & Canada),340,en
2300,Bronx Comm. College,BCCcuny,07/16/13 09:28 PM,"Bronx, NY","Our Mission:  To create an academic community of excellence where students, faculty and staff are inspired to learn, thrive and succeed.",1200,881,27,4,Atlantic Time (Canada),452,en
2301,Defiance Admissions,DC_Admissions,07/17/13 06:49 PM,"Defiance, Ohio",The official Twitter account of The Office of Admissions at Defiance College. Show us why it's great to be a Yellow Jacket! #JacketNation,246,138,3,123,Eastern Time (US & Canada),289,en
2302,Yavapai College,YavapaiCollege,07/25/13 09:34 PM,"Prescott, Arizona",Yavapai College provides quality higher learning and cultural resources for the diverse populations of Yavapai County. Best higher ed value in Arizona.,829,267,18,327,Arizona,1356,en
2303,PCC Public Info,pimatweets,07/31/13 03:18 PM,"Tucson, Arizona","No. 1 priority: student success. Deadline reminders, tips/advice for classroom excellence, career info, events, interesting stuff. RTs, mentions â‰  endorsements",656,508,21,20,,945,en
2304,Webber.edu,Webber_edu,08/03/13 04:24 AM,"Babson Park, FL","A tradition in business education since 1927, Webber International University is  located on the shores of Crooked Lake in beautiful, sunny central Florida.",679,903,6,3728,Eastern Time (US & Canada),2988,en
2305,AJU,AmericanJewishU,08/07/13 11:08 PM,"Los Angeles, California","American Jewish University (AJU) is a center of Jewish education, culture and creativity in Los Angeles. Two campuses located in Bel Air and Simi Valley.",48,28,5,1,Pacific Time (US & Canada),51,en
2306,Fayetteville Tech,FAYTECHCC,08/13/13 12:29 PM,"Fayetteville, NC","FTCC serves over 41,000 students annually and provides over 190 occupational, technical, general education, college transfer, and continuing education programs.",678,146,14,268,Eastern Time (US & Canada),1144,en
2307,SJ Delta College,SJDeltaCollege,08/13/13 08:47 PM,"Stockton, Ca","The official Twitter page of San Joaquin Delta College, committed to Educational Excellence and Student Success since 1963.",307,6,4,2,Pacific Time (US & Canada),899,en
2308,Benedict College,BenedictEDU,08/14/13 02:44 PM,"Columbia, SC","Founded in 1870, Benedict College is a private, co-educational liberal arts institution and currently has over 2,920 students. #BenedictCollege",1456,517,26,7,Atlantic Time (Canada),497,en
2309,MCC,marshalltownCC,08/14/13 03:55 PM,"Marshalltown, IA","Official Twitter Page of Marshalltown Community College. 

IG: marshalltowncc",258,206,4,54,Eastern Time (US & Canada),270,en
2310,North Greenville,ngucrusaders,08/15/13 03:22 PM,"Tigerville, SC",Connect with North Greenville University! #wearengu,2018,542,20,494,,1090,en
2311,Woodland Com College,WccCol,08/19/13 10:33 PM,"Woodland, CA","Woodland Community College (WCC), accredited in 2008 has provided educational opportunities for students in Yolo and Colusa Counties since 1975.",78,1,11,0,,412,en
2312,GCSC,GCSC1957,08/22/13 02:26 PM,"Panama City, FL",The official Twitter account for Gulf Coast State College. Start Here. Go Anywhere! #GCSC,601,211,17,112,Eastern Time (US & Canada),579,en
2313,FelicianCollege,FelicianCollege,08/26/13 09:08 PM,Lodi & Rutherford,The Office of Admissions at Felician University,867,689,23,1305,,1364,en
2314,SoutheasternOklahoma,SE1909,08/27/13 11:31 PM,"Durant, OK",The official Twitter page of Southeastern Oklahoma State University (Est. 1909),1649,56,4,816,Central Time (US & Canada),511,en
2315,Central Community Co,cccnebedu,08/28/13 07:53 PM,,"We serve some pretty amazing students in a 25 county area of Nebraska! Campuses in Columbus, Grand Island and Hastings, centers in Holdrege, Kearney & Lexington",404,165,6,122,Eastern Time (US & Canada),714,en
2316,LMU,LMUtweets,09/04/13 03:59 PM,"Harrogate, Tenn.",Lincoln Memorial University was founded as a living memorial to Abraham Lincoln. LMU is liberal arts institution offering associates through doctoral degrees.,1109,510,15,1134,,2150,en
2317,Lassen College,Lassen_College,09/04/13 11:13 PM,"Susanville, CA","Providing outstanding programs for all pursuing higher education. Our focus is to build intellectual growth, human perspective and economic potential.",170,54,9,6,Pacific Time (US & Canada),417,en
2318,CUSJ,CUNISANJUAN,10/04/13 04:23 PM,"San Juan, Puerto Rico",El Colegio Universitario de San Juan es una instituciÃ³n de educaciÃ³n universitaria y postsecundaria de Puerto Rico.,261,541,2,88,Atlantic Time (Canada),309,es
2319,Denmark Tech,DenmarkTechSC,10/10/13 02:54 PM,,,49,5,4,0,,75,en
2320,Lock Haven Univ.,LockHavenUniv,10/15/13 02:18 PM,"Lock Haven, Pa.",The Official Twitter Account of Lock Haven University of Pennsylvania. Follow Your Passion and Embrace Your Possibilities!,2149,94,15,344,,1149,en
2321,St. Charles Seminary,StCharlesSem,10/16/13 02:22 PM,"Overbrook, Pennsylvania","St. Charles Seminary forms Roman Catholic Priests, Deacons & the Lay Faithful to carry out the message of the Gospel as Servant Leaders in the image of Christ.",748,263,17,170,Atlantic Time (Canada),468,en
2322,CollegeofNewRochelle,CNR1904,10/21/13 09:08 PM,"New Rochelle, New York","Founded in 1904, The College of New Rochelle prepares its students across six campuses for lives as leaders in a global society.",274,155,8,31,Eastern Time (US & Canada),1019,en
2323,Rowan College,RowanCollege,10/30/13 03:42 PM,"Sewell, NJ","Rowan College at Gloucester County, formerly Gloucester County College, is an accredited public community college located in Sewell, NJ. #RowanCollege",780,202,7,135,Eastern Time (US & Canada),657,en
2324,Coast Colleges,CoastCCD,10/31/13 12:32 AM,"Coast Mesa, CA","Coastline College, Golden West College, Orange Coast College",34,6,2,0,,63,en
2325,Regis ,RegisCollege_MA,10/31/13 01:52 PM,"Weston, MA","Official Twitter account of Regis, a Catholic university in Greater Boston with 2,000 students in the arts, sciences and health professions #RegisMA",700,185,11,440,Eastern Time (US & Canada),854,en
2326,Heritage University,HUEagles,10/31/13 08:05 PM,"Toppenish, WA","Heritage University is an accredited, private institution offering a wide array of academic programs and degrees.",228,156,13,170,Pacific Time (US & Canada),752,en
2327,MPCC.edu,MPCCedu,11/05/13 03:26 PM,Nebraska,"MPCC in west-central Nebraska is a comprehensive, public, 2-year community college that offers associate degrees, diplomas and certificates.",291,312,10,29,Central Time (US & Canada),881,en
2328,The Conway School,TheConwaySchool,11/05/13 05:33 PM,"Conway & Easthampton, MA, USA",Fix what's broken. Save what works. Design the future! 10-month Master of Science in Ecological Design. #ecodesign,248,482,21,255,,678,en
2329,MontserratCollegeArt,MontCollegeArt,11/05/13 07:52 PM,"Beverly, MA",Montserrat offers a four year visual art + design BFA program and Continuing Education classes for teens & adults. Where Creativity Works http://t.co/J8xI0ZXYOh,1469,1217,43,5162,,2579,en
2330,Norco College,NorcoCollege,11/07/13 07:42 PM,"2001 Third St, Norco, CA 92860","Norco College serves our students, our community, and its workforce by providing educational opportunities, celebrating diversity, and promoting collaboration.",516,175,15,37,Pacific Time (US & Canada),360,en
2331,HCC,hcchibbing,11/14/13 06:29 PM,"Hibbing, Minnesota","HCC is a public two-year, community and technical college that exists to provide life-changing education and opportunities in a dynamic learning environment",76,0,4,0,,230,en
2332,CapeCodComCollege,CapeCodComCol,11/26/13 02:34 PM,"West Barnstable, MA","Cape Cod Community College: higher education, career training, & workforce development for the Cape, Islands, Canal, & Plymouth regions of SE Massachusetts",369,6,16,2,,149,en
2333,Pentecostal Seminary,PentecostalTS,12/05/13 08:56 PM,"Cleveland, TN","A graduate school dedicated to preparing pastors and ministerial leaders for global evangelization through courses taught on campus, online, and area intensives",432,357,13,78,Eastern Time (US & Canada),161,en
2334,4CD Live,4CDLive,12/05/13 11:01 PM,"East Bay Area, California","The Contra Costa Community College District is one of CA's largest community college districts with five campuses: DVC, DVC-San Ramon, LMC, LMC-Brentwood CCC.",126,102,10,16,Pacific Time (US & Canada),855,en
